"","Date","The_Big_Bang_Theory_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","Liste_des_épisodes_de_The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_spider","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory_fr.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_es.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_spider","The_Big_Bang_Theory_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_spider"
"401",2016-08-03,"14035","  964","  316"," 7540"," 2187"," 1674","  107","  137","   22"," 4878"," 3598","    7","    4","  671"," 2153","  606"," 1079"," 6200"," 1354"," 2675"," 1573"," 2232","  354","   16"," 4607","  994","   12"
"402",2016-08-04,"13696","  918","  309"," 6963"," 1881"," 1712","  167","   95","   25"," 4447"," 3293","   22","   12","  748"," 2037","  540"," 1032"," 6397"," 1346"," 2686"," 1624"," 2085","  349","   26"," 4331","  931","    6"
"403",2016-08-05,"13132","  886","  296"," 6515"," 1866"," 1632","  139","   71","   21"," 4465"," 3293","   17","    5","  699"," 2280","  556"," 1056"," 6309"," 1355"," 2608"," 1522"," 2237","  355","   14"," 4735","  944","   15"
"404",2016-08-06,"11277"," 1194","  358"," 5485"," 1505"," 2775","   74","   90","   11"," 4167"," 2678","   15","    8"," 1514"," 1376","  460","  825"," 5510"," 1131"," 2131"," 1285"," 1927","  318","   14"," 3491","  815","    5"
"405",2016-08-07,"11804","  885","  314"," 5681"," 1736"," 1637","   93","  177","   18"," 4554"," 3216","   12","   40","  714"," 1423","  576","  918"," 5844"," 1433"," 2417"," 1466"," 1924","  349","   14"," 3539","  966","    8"
"406",2016-08-08,"12248","  978","  296"," 6613"," 1782"," 1636","  126","   89","   12"," 4319"," 3008","   20","    7","  620"," 2664","  798","  977"," 5374"," 1179"," 2200"," 1198"," 3537","  814","   11"," 6568"," 1739","    9"
"407",2016-08-09,"11385","  871","  263"," 6197"," 1744"," 1506","  112","   88","   24"," 4062"," 2910","   14","    9","  602"," 2423","  638"," 1001"," 4971"," 1127"," 2488"," 1468"," 2148","  417","   10"," 4784"," 1097","   22"
"408",2016-08-10,"13206","  831","  258"," 6875"," 1986"," 1420","  193","   82","   34"," 4500"," 3310","   16","    6","  557"," 2039","  541","  942"," 6049"," 1275"," 2118"," 1155"," 1997","  359","   21"," 4217","  943","   14"
"409",2016-08-11,"13124","  859","  237"," 6921"," 1918"," 1464","   91","   72","   24"," 4723"," 3408","   22","    8","  570"," 2090","  543"," 1102"," 5926"," 1432"," 2741"," 1610"," 1945","  332","   29"," 4243","  925","    5"
"410",2016-08-12,"12135","  725","  190"," 6246"," 1586"," 1399","  133","   76","   11"," 4193"," 2913","   19","    6","  640"," 1814","  489"," 1094"," 5568"," 1280"," 2687"," 1580"," 1936","  316","   10"," 3943","  847","   10"
"411",2016-08-13,"11541"," 1109","  290"," 5667"," 1612"," 2621","  124","   74","   27"," 4152"," 2899","   21","   17"," 1434"," 1236","  458","  831"," 5593"," 1239"," 2021"," 1169"," 1816","  292","    9"," 3259","  791","   12"
"412",2016-08-14,"11702","  752","  243"," 5580"," 1704"," 1493","   87","   50","   15"," 4367"," 3101","   18","    5","  686"," 1308","  489","  752"," 5819"," 1334"," 2048"," 1252"," 1987","  395","   12"," 3499","  937","   12"
"413",2016-08-15,"11631","  902","  293"," 6281"," 1746"," 1668","  334","   84","   28"," 4398"," 2946","   32","    7","  723"," 2491","  968","  927"," 5121"," 1170"," 2244"," 1295"," 3826","  996","   13"," 6703"," 2111","   21"
"414",2016-08-16,"11702","  864","  309"," 6427"," 1818"," 1540","  182","   61","   18"," 4384"," 3168","   16","    2","  638"," 2250","  645","  883"," 5019"," 1300"," 2162"," 1257"," 2042","  530","    9"," 4478"," 1243","   15"
"415",2016-08-17,"12829","  908","  260"," 6591"," 1813"," 1529","   70","   61","   44"," 4525"," 3140","   11","    8","  585"," 2518","  602","  919"," 5948"," 1284"," 2103"," 1167"," 1885","  404","   22"," 4565"," 1039","   11"
"416",2016-08-18,"13981","  952","  253"," 7557"," 1818"," 1629"," 1122","   57","   36"," 4497"," 3135","   14","    4","  649"," 2047","  603","  980"," 6146"," 1270"," 2337"," 1332"," 1827","  363","   22"," 4057"," 1016","   10"
"417",2016-08-19,"12048","  971","  240"," 6123"," 1705"," 1697","  171","  236","   14"," 4582"," 3112","   11","    9","  694"," 1749","  465","  869"," 5642"," 1344"," 2236"," 1336"," 1835","  307","   27"," 3767","  808","   26"
"418",2016-08-20,"10704"," 1654","  453"," 4826"," 1627"," 4160","   72","  119","  102"," 4167"," 2823","   22","    8"," 2410"," 1379","  435","  817"," 5614"," 1162"," 2238"," 1370"," 2105","  325","   14"," 3706","  801","    9"
"419",2016-08-21,"13798"," 1186","  375"," 6074"," 1825"," 2301","   88","   83","   26"," 5539"," 3663","   17","   15"," 1057"," 1388","  631","  878"," 7364"," 1752"," 2241"," 1339"," 1919","  472","    7"," 3544"," 1149","   18"
"420",2016-08-22,"13522"," 1255","  379"," 7313"," 1963"," 2302","  186","   71","   69"," 5211"," 3373","   34","   14"," 1000"," 3099"," 1194"," 1102"," 5919"," 1370"," 2380"," 1257"," 4929"," 1428","    7"," 8503"," 2777","    8"
"421",2016-08-23,"12299"," 1204","  371"," 6660"," 1778"," 2163","  132","   76","   19"," 4903"," 3094","   25","    9","  917"," 2697","  829"," 1043"," 5382"," 1265"," 2232"," 1166"," 2447","  609","    9"," 5400"," 1497","   22"
"422",2016-08-24,"13604"," 2537","  636"," 6783"," 1736"," 6845","   97","   79","   22"," 4974"," 3078","   13","    7"," 4134"," 2147","  638"," 1129"," 6521"," 1292"," 2536"," 1387"," 2158","  444","   36"," 4522"," 1127","   15"
"423",2016-08-25,"13978"," 1711","  448"," 7050"," 1859"," 3130","  115","   80","   19"," 5281"," 3265","   14","    4"," 1349"," 1846","  583"," 1163"," 6607"," 1347"," 2796"," 1598"," 1868","  378","   30"," 3903"," 1002","   17"
"424",2016-08-26,"13611"," 1223","  300"," 6979"," 1643"," 2292","  236","   82","   18"," 4819"," 3017","   11","    5"," 1036"," 2106","  554"," 1072"," 6335"," 1316"," 2522"," 1424"," 2008","  419","   15"," 4360"," 1018","    9"
"425",2016-08-27,"12356"," 1733","  418"," 6060"," 1537"," 4287","  287","   71","   23"," 4801"," 2865","   15","   10"," 2434"," 1461","  547","  866"," 5987"," 1261"," 2115"," 1226"," 2258","  515","   14"," 3949"," 1115","   13"
"426",2016-08-28,"14917"," 1206","  386"," 6849"," 1843"," 2338","  231","   77","   26"," 5830"," 3486","   11","    4"," 1080"," 1700","  731"," 1018"," 7702"," 1559"," 2661"," 1615"," 2394","  736","    6"," 4337"," 1541","   15"
"427",2016-08-29,"15026"," 1263","  375"," 7743"," 2253"," 2405","  112","   86","   22"," 6544"," 4096","   34","   16"," 1089"," 5354"," 2651"," 1117"," 6945"," 1757"," 2518"," 1368"," 9867"," 3855","   13","16304"," 7022","   11"
"428",2016-08-30,"13065"," 1283","  377"," 7084"," 1899"," 2188","   87","   82","   27"," 5519"," 3292","   25","    4","  838"," 3668"," 1522"," 1030"," 5716"," 1328"," 2313"," 1248"," 3278"," 1021","   28"," 7264"," 2643","    9"
"429",2016-08-31,"14182"," 1180","  399"," 7506"," 1954"," 2138","  168","   66","   37"," 5646"," 3478","   16","    5","  907"," 2520","  957"," 1020"," 6399"," 1457"," 2223"," 1181"," 2170","  622","   18"," 4955"," 1630","   11"
"430",2016-09-01,"15561"," 1107","  326"," 8138"," 1995"," 1915","  202","  124","   54"," 6096"," 3796","   13","    9","  778"," 2130","  799"," 1023"," 7135"," 1731"," 2756"," 1686"," 2101","  463","   51"," 4469"," 1332","   10"
"431",2016-09-02,"14784"," 1046","  345"," 7782"," 2016"," 1992","  128","   98","   31"," 5954"," 3646","   13","    5","  894"," 1801","  636"," 1049"," 6724"," 1569"," 2503"," 1430"," 2034","  443","   12"," 4060"," 1128","   15"
"432",2016-09-03,"12282"," 1680","  499"," 6065"," 1735"," 3916","   81","   71","   24"," 5357"," 3217","   23","   11"," 2123"," 1545","  641"," 1013"," 5971"," 1440"," 2584"," 1535"," 2326","  500","   20"," 4094"," 1204","   10"
"433",2016-09-04,"14113"," 1403","  470"," 6759"," 1883"," 2760","  117","   57","   33"," 6362"," 3737","   21","    4"," 1280"," 1832","  815"," 1033"," 7012"," 1777"," 2659"," 1595"," 2522","  627","   12"," 4601"," 1508","   15"
"434",2016-09-05,"15124"," 1370","  441"," 7820"," 2222"," 2407","  117","   63","   47"," 7163"," 4053","   30","   16","  985"," 4103"," 1851"," 1270"," 6953"," 1759"," 2934"," 1642"," 6674"," 2269","   28","11474"," 4417","   21"
"435",2016-09-06,"15680"," 1081","  349"," 8289"," 2226"," 1841","  123","   74","   34"," 6802"," 4095","   17","    2","  729"," 2976"," 1319"," 1173"," 7076"," 1789"," 2592"," 1404"," 2617","  816","   14"," 5833"," 2224","    8"
"436",2016-09-07,"14411"," 1052","  363"," 7705"," 2067"," 1734","  105","   81","   20"," 6487"," 3765","   28","   15","  643"," 2466"," 1011"," 1019"," 6417"," 1623"," 2393"," 1336"," 2146","  485","   11"," 4796"," 1569","    9"
"437",2016-09-08,"15021","  974","  316"," 7961"," 1951"," 1611","   99","   76","   17"," 6496"," 3654","   27","    3","  590"," 2160","  751"," 1119"," 6744"," 1613"," 2796"," 1631"," 2156","  471","   57"," 4494"," 1277","   21"
"438",2016-09-09,"14478","  889","  270"," 7406"," 1858"," 1563","  151","   66","   21"," 6161"," 3566","   31","    4","  632"," 1809","  633"," 1084"," 6751"," 1617"," 2650"," 1526"," 2019","  442","   15"," 4028"," 1136","   19"
"439",2016-09-10,"12911"," 1379","  412"," 6227"," 1690"," 3176","   87","   80","   18"," 5895"," 3209","   18","   12"," 1723"," 1418","  599","  847"," 6391"," 1466"," 2348"," 1470"," 2015","  409","   11"," 3643"," 1055","    7"
"440",2016-09-11,"15405"," 1077","  389"," 7372"," 1954"," 2139","  136","   95","   25"," 6913"," 3748","   13","   11"," 1013"," 1459","  771","  972"," 7660"," 1703"," 2763"," 1739"," 2060","  503","    5"," 3679"," 1335","   10"
"441",2016-09-12,"15400"," 1083","  375"," 8562"," 2255"," 1938","   96","  123","   18"," 7739"," 4111","   27","   18","  811"," 4088"," 1684"," 1213"," 6565"," 1764"," 2859"," 1608"," 7387"," 2332","   17","12227"," 4320","   10"
"442",2016-09-13,"19081"," 1175","  414","10584"," 2728"," 1864","  165","   78","   31"," 9000"," 5219","  127","    6","  644"," 3862"," 1459"," 1222"," 8085"," 2386"," 2585"," 1341"," 2852","  842","   10"," 7006"," 2380","    8"
"443",2016-09-14,"17734","  925","  314"," 9851"," 2324"," 1540","  168","   85","   20"," 7983"," 4237","   68","   10","  575"," 2943","  999"," 1075"," 7523"," 1841"," 2383"," 1289"," 2185","  526","    9"," 5371"," 1597","    9"
"444",2016-09-15,"18015"," 1065","  367"," 9921"," 2211"," 1766","  181","   75","   31"," 8178"," 4045","   12","    7","  670"," 2504","  893"," 1154"," 7715"," 1777"," 2819"," 1640"," 2223","  470","   32"," 4939"," 1406","   13"
"445",2016-09-16,"16566","  881","  372"," 9106"," 2094"," 1534","  121","  102","   29"," 8291"," 3934","   11","    9","  627"," 2646","  843"," 1070"," 7146"," 1763"," 2652"," 1551"," 2405","  504","   11"," 5295"," 1389","   16"
"446",2016-09-17,"15797"," 1439","  457"," 7984"," 1989"," 3287","  134","   90","   18"," 8201"," 4192","   87","    6"," 1762"," 2188","  734","  977"," 7490"," 2119"," 2420"," 1420"," 2610","  538","   17"," 5074"," 1345","   27"
"447",2016-09-18,"18577"," 1152","  465"," 9001"," 2439"," 2167","  149","   66","   21"," 9857"," 5312","   67","   15","  966"," 2049","  864"," 1271"," 9087"," 2762"," 3219"," 1908"," 2356","  622","   10"," 4631"," 1563","  150"
"448",2016-09-19,"24436"," 1177","  459","14337"," 3636"," 1965","  221","   90","   30","14557"," 6632","   24","   15","  747"," 4255"," 1664"," 1652"," 9623"," 2903"," 3849"," 2152"," 6223"," 1760","   15","10994"," 3591","   76"
"449",2016-09-20,"34712"," 1559","  732","20671"," 5918"," 2465","  292","  188","   38","26815","10724","   27","   20","  859"," 4045"," 1839"," 1524","13331"," 4593"," 3272"," 1697"," 3699"," 1163","   24"," 8015"," 3125","   24"
"450",2016-09-21,"23074"," 1238","  501","13312"," 3854"," 1999","  200","  131","   67","16172"," 6889","   16","   20","  717"," 3083"," 1307"," 1498"," 9337"," 2902"," 3562"," 2022"," 2607","  733","   12"," 5885"," 2115","   22"
"451",2016-09-22,"20090"," 1174","  440","11617"," 2895"," 1839","  250","  103","   30","12979"," 5203","   14","    3","  639"," 2696","  891"," 1509"," 8114"," 2204"," 3325"," 1784"," 3213","  473","   41"," 6144"," 1431","   57"
"452",2016-09-23,"20210"," 1208","  459","12068"," 2949"," 1957","  133","  141","   24","12392"," 4916","   21","   12","  723"," 3522","  874"," 1530"," 7776"," 1900"," 3570"," 1992"," 3291","  491","   11"," 7074"," 1436","   34"
"453",2016-09-24,"17192"," 1576","  519"," 9221"," 2493"," 3462","  315","  142","   34","11105"," 4394","   20","    6"," 1789"," 1821","  754"," 1298"," 7635"," 1807"," 3501"," 2155"," 2466","  494","   28"," 4528"," 1308","   45"
"454",2016-09-25,"19091"," 1517","  528"," 9986"," 2580"," 2862","  323","  110","   18","12213"," 4689","   18","   15"," 1289"," 1833","  879"," 1378"," 8709"," 2027"," 3870"," 2438"," 2291","  498","   36"," 4310"," 1441","   78"
"455",2016-09-26,"20478"," 1267","  440","11945"," 2822"," 2105","  156","  163","   26","14917"," 4888","   25","   20","  797"," 3808"," 1592"," 1727"," 8166"," 1970"," 3659"," 1886"," 5833"," 1373","   12","10199"," 3169","  172"
"456",2016-09-27,"21893"," 1372","  507","12858"," 3065"," 2165","  149","  179","   66","18124"," 5151","   54","   23","  754"," 3351"," 1343"," 1522"," 8676"," 2017"," 3312"," 1773"," 2636","  556","   37"," 6201"," 1953","   82"
"457",2016-09-28,"17974"," 1050","  398","10329"," 2411"," 1857","  172","  158","   28","11855"," 4085","   20","   10","  775"," 2309","  966"," 1499"," 7309"," 1604"," 3301"," 1767"," 2155","  515","    9"," 4652"," 1515","   18"
"458",2016-09-29,"16278","  910","  328"," 8955"," 2025"," 1588","  124","  186","   19"," 9696"," 3374","   17","    6","  647"," 2050","  721"," 1396"," 6983"," 1299"," 3554"," 2121"," 2003","  396","   15"," 4246"," 1159","   19"
"459",2016-09-30,"16741","  954","  318"," 9004"," 2012"," 1550","  106","  157","   46"," 9758"," 3662","   15","   15","  563"," 1680","  715"," 1423"," 7448"," 1578"," 4676"," 3190"," 1788","  380","   31"," 3636"," 1141","   26"
"460",2016-10-01,"14630"," 1341","  386"," 7694"," 1976"," 3063","  112","  205","   21"," 9530"," 3664","   18","   22"," 1653"," 1346","  736"," 1318"," 6655"," 1641"," 3525"," 2163"," 1928","  403","   18"," 3455"," 1178","   58"
"461",2016-10-02,"17214"," 1073","  455"," 8789"," 2261"," 1965","  153","   89","   33","10858"," 4277","   31","    9","  852"," 1536","  907"," 2008"," 8123"," 1953"," 8274"," 6179"," 2012","  488","    9"," 3740"," 1439","   63"
"462",2016-10-03,"19754"," 1102","  397","10852"," 2469"," 1803","  120","  121","   31","13447"," 4805","   26","   30","  677"," 1806"," 1186"," 3071"," 8613"," 2262","10788"," 7637"," 2082","  549","   12"," 4065"," 1796","   49"
"463",2016-10-04,"23023"," 1157","  477","13713"," 2749"," 1819","  153","  190","   38","17589"," 4624","   28","   39","  626"," 2216"," 1222"," 1795"," 8909"," 1798"," 4356"," 2516"," 1947","  462","   17"," 4335"," 1737","   24"
"464",2016-10-05,"17638","  951","  354","10355"," 2255"," 1597","  130","  109","   45","11630"," 3824","   43","   25","  617"," 2105"," 1062"," 1399"," 7027"," 1504"," 3200"," 1777"," 1973","  446","    8"," 4242"," 1548","   13"
"465",2016-10-06,"16374","  872","  345"," 9185"," 1950"," 1473","  115","  113","   20","10168"," 3476","   54","   29","  569"," 2124","  891"," 1440"," 6928"," 1461"," 3440"," 1982"," 2139","  519","   19"," 4426"," 1457","   33"
"466",2016-10-07,"14831","  802","  269"," 8260"," 1844"," 1385","  112","   94","   16"," 9456"," 3076","   22","   16","  547"," 2047","  812"," 1174"," 6364"," 1186"," 2829"," 1623"," 1998","  393","   12"," 4204"," 1236","    9"
"467",2016-10-08,"14979"," 1684","  528"," 7562"," 1767"," 4234","  101","  171","   19"," 9737"," 3200","   22","   26"," 2433"," 1635","  715"," 1195"," 7167"," 1364"," 3249"," 2017"," 2187","  467","   20"," 4013"," 1231","   15"
"468",2016-10-09,"17784"," 1169","  457"," 8445"," 2112"," 2349","  100","  153","   18","11173"," 4037","   23","    7"," 1136"," 1686","  800"," 1145"," 9078"," 1862"," 3427"," 2240"," 2120","  476","   14"," 4008"," 1336","   16"
"469",2016-10-10,"17092","  967","  368"," 9854"," 2197"," 1656","  176","  135","   17","12861"," 3788","   86","   13","  656"," 3343"," 1457"," 1373"," 7013"," 1523"," 3014"," 1608"," 4892"," 1333","    5"," 8644"," 2949","    7"
"470",2016-10-11,"21812"," 1147","  486","12756"," 2427"," 1797","  136","  150","   30","18557"," 4114","   35","   18","  627"," 2748"," 1393"," 1319"," 8734"," 1609"," 2933"," 1583"," 2402","  578","    8"," 5321"," 2033","   16"
"471",2016-10-12,"18011"," 1035","  616","10113"," 2094"," 1673","  167","  127","   27","12456"," 3559","   17","   18","  623"," 2159","  931"," 1171"," 7644"," 1423"," 2787"," 1592"," 2314","  445","  109"," 4635"," 1437","    8"
"472",2016-10-13,"16914"," 1001","  411"," 9115"," 1963"," 1520","  263","  150","   53","10739"," 3470","   17","   22","  502"," 1949","  791"," 1264"," 7556"," 1454"," 3304"," 2010"," 2091","  407","  229"," 4190"," 1245","   16"
"473",2016-10-14,"14807","  768","  258"," 8279"," 1806"," 1265","  300","  131","  118"," 9495"," 2934","   17","    6","  473"," 1681","  702"," 1091"," 6318"," 1087"," 2509"," 1391"," 1983","  395","   11"," 3828"," 1140","    7"
"474",2016-10-15,"14768"," 1437","  450"," 7494"," 1721"," 3519","  145","  143","   42"," 9771"," 3089","   36","   15"," 2019"," 1592","  701"," 1038"," 7040"," 1317"," 2869"," 1808"," 2188","  455","   20"," 3927"," 1192","   18"
"475",2016-10-16,"17001"," 1015","  418"," 8418"," 1984"," 1883","  170","  174","   73","11135"," 3592","   30","   12","  827"," 1569","  857"," 1090"," 8276"," 1543"," 3246"," 2122"," 2082","  463","    6"," 3824"," 1376","   12"
"476",2016-10-17,"17667"," 1151","  398"," 9948"," 1965"," 1803","  219","  127","   86","12336"," 3221","   42","   15","  631"," 2996"," 1305"," 1227"," 7454"," 1216"," 2715"," 1467"," 4774"," 1090","    6"," 8158"," 2535","   44"
"477",2016-10-18,"23468"," 1131","  516","13915"," 2334"," 1846","  171","  173","   38","21127"," 3854","   23","   14","  691"," 3187"," 1471"," 1386"," 9212"," 1457"," 2916"," 1504"," 2838","  558","   15"," 6243"," 2071","   29"
"478",2016-10-19,"19433","  864","  356","10397"," 2016"," 1395","  196","  134","   26","14054"," 3710","   52","   22","  504"," 2447","  950"," 1195"," 8732"," 1621"," 2380"," 1160"," 2226","  441","    6"," 4880"," 1437","    9"
"479",2016-10-20,"16183","  841","  316"," 8567"," 1769"," 1455","  185","  139","   28","10958"," 3208","   47","    7","  594"," 2188","  725"," 1227"," 7346"," 1374"," 3111"," 1845"," 2288","  387","    7"," 4658"," 1145","   39"
"480",2016-10-21,"15147","  828","  292"," 8150"," 1660"," 1408","  112","  167","   37","10297"," 2815","   31","    4","  554"," 1923","  698"," 1126"," 6828"," 1114"," 2570"," 1426"," 2211","  387","   29"," 4303"," 1117","    8"
"481",2016-10-22,"14478"," 1230","  439"," 7173"," 1584"," 2913","  205","  136","   33"," 9800"," 2785","   18","   16"," 1623"," 1509","  703"," 1101"," 7076"," 1156"," 3180"," 2041"," 2273","  443","   14"," 3958"," 1188","    8"
"482",2016-10-23,"15823","  931","  376"," 7815"," 1697"," 1765","  192","  110","   18","10499"," 2957","   14","    7","  807"," 1786"," 1033"," 1117"," 7749"," 1216"," 3198"," 2043"," 2350","  529","   10"," 4338"," 1610","   17"
"483",2016-10-24,"17688"," 1149","  384","10032"," 1706"," 2006","  178","  147","   24","12601"," 2862","   31","   20","  829"," 3564"," 1583"," 1261"," 7420"," 1105"," 2658"," 1380"," 6049"," 1268","   23","10093"," 2974","   23"
"484",2016-10-25,"22145"," 1459","  679","14594"," 1958"," 2324","  262","  150","   23","24714"," 3065","   25","    7","  834"," 3189"," 1578"," 1408"," 7260"," 1067"," 2894"," 1462"," 3054","  691","    8"," 6494"," 2336","   12"
"485",2016-10-26,"18793"," 1207","  466","11069"," 1701"," 2051","  223","  126","   22","16555"," 2824","   14","    5","  809"," 2515"," 1177"," 1224"," 7426"," 1079"," 2449"," 1201"," 2515","  474","   34"," 5250"," 1694","   13"
"486",2016-10-27,"19677"," 1189","  439","11659"," 1763"," 2054","  202","  122","   19","15996"," 2915","   44","    6","  832"," 2336","  877"," 1312"," 7777"," 1124"," 3165"," 1832"," 2369","  465","    9"," 4861"," 1376","   11"
"487",2016-10-28,"20896"," 1184","  513","12078"," 1924"," 2088","  822","  139","   18","17245"," 3053","   62","   21","  872"," 2080","  897"," 1188"," 8512"," 1104"," 2564"," 1353"," 2284","  386","   16"," 4582"," 1325","   22"
"488",2016-10-29,"14988"," 1369","  441"," 7931"," 1533"," 3265","  209","  101","   24","10799"," 2525","   21","   17"," 1840"," 1513","  770"," 1043"," 6834","  951"," 2880"," 1805"," 2214","  438","    8"," 3919"," 1245","    6"
"489",2016-10-30,"15620"," 1032","  411"," 8045"," 1663"," 1923","  164","  115","   33","10414"," 2721","   12","    7","  855"," 1627","  866"," 1297"," 7331"," 1020"," 3370"," 2027"," 2040","  443","   13"," 3841"," 1342","   25"
"490",2016-10-31,"15747"," 1037","  366"," 8696"," 1535"," 1743","  176","  120","   32","10644"," 2459","   25","   14","  680"," 2846"," 1251"," 1202"," 6858","  904"," 2921"," 1674"," 4588","  885","    6"," 7842"," 2229","   18"
"491",2016-11-01,"17003"," 1185","  452","10067"," 1614"," 2096","  354","  131","   38","13144"," 2574","   54","   16","  870"," 3300"," 1556"," 1440"," 6726","  928"," 4008"," 2513"," 4252","  866","    8"," 7881"," 2494","   10"
"492",2016-11-02,"17342"," 1064","  447"," 9854"," 1580"," 1833","  211","  132","   22","12789"," 2529","   22","   20","  734"," 2474"," 1197"," 1320"," 7236","  910"," 2658"," 1318"," 2598","  488","   17"," 5284"," 1728","   19"
"493",2016-11-03,"17550","  920","  380"," 9985"," 1707"," 1494","  172","  140","   21","14161"," 2639","   21","   13","  551"," 2213","  932"," 1368"," 7357","  907"," 3349"," 1947"," 2082","  357","   12"," 4462"," 1323","    8"
"494",2016-11-04,"21417"," 1085","  458","12317"," 1914"," 1742","  214","  116","   77","17641"," 2970","   49","   16","  634"," 2064","  840"," 1241"," 8809"," 1019"," 2835"," 1563"," 2398","  430","   18"," 4636"," 1296","   21"
"495",2016-11-05,"18022"," 1283","  422"," 9529"," 1829"," 2874","  155","  130","   25","12910"," 2899","   13","   11"," 1528"," 1875","  932"," 1262"," 8269"," 1027"," 3835"," 2529"," 2765","  532","   17"," 4838"," 1519","   10"
"496",2016-11-06,"19348"," 1309","  474","10097"," 1906"," 2324","  213","  132","   16","12458"," 3106","   39","    5","  966"," 2222"," 1088"," 1451"," 9022"," 1160"," 4366"," 2867"," 2908","  652","   17"," 5353"," 1786","   22"
"497",2016-11-07,"18963"," 1065","  390","11035"," 1813"," 1776","  159","  132","   11","11965"," 2819","   16","   77","  678"," 3842"," 1581"," 1639"," 7723","  966"," 3476"," 1789"," 6268"," 1216","   10","10630"," 2909","   23"
"498",2016-11-08,"21828"," 1127","  389","13288"," 1848"," 1779","  220","  108","   19","12051"," 2819","   37","   38","  628"," 4461"," 1530"," 1717"," 8304","  953"," 3420"," 1673"," 3382","  645","   14"," 8091"," 2233","   16"
"499",2016-11-09,"17164","  970","  312"," 9652"," 1474"," 1582","  125","  122","   16","10691"," 2295","   13","    5","  590"," 2998"," 1165"," 1252"," 7311","  804"," 2609"," 1337"," 2431","  503","    4"," 5649"," 1721","   12"
"500",2016-11-10,"18916"," 1000","  372","10414"," 1559"," 1633","  111","  145","   10","12648"," 2676","    3","   14","  611"," 2551","  995"," 1283"," 8261"," 1092"," 3025"," 1706"," 2267","  439","    6"," 5020"," 1495","    6"
"501",2016-11-11,"24246"," 1216","  572","13857"," 1895"," 2150","  219","  239","   15","20508"," 3130","   18","   29","  891"," 2275","  876"," 1285"," 9921"," 1196"," 2686"," 1380"," 2455","  481","    6"," 4980"," 1417","   17"
"502",2016-11-12,"19937"," 1552","  495","10373"," 1638"," 3216","  146","  136","   18","13830"," 2814","   57","   28"," 1575"," 2064","  926"," 1110"," 9100"," 1130"," 3156"," 2009"," 3187","  508","   19"," 5578"," 1516","   10"
"503",2016-11-13,"20303"," 1263","  480","10051"," 1607"," 2273","  101","  116","   20","12338"," 2612","   27","    9","  971"," 1898","  917"," 1384"," 9811","  957"," 3765"," 2349"," 2696","  579","   16"," 4839"," 1560","   10"
"504",2016-11-14,"19862"," 1113","  352","10739"," 1490"," 1912","  118","  125","   20","11718"," 2404","   23","   16","  754"," 3122"," 1266"," 1372"," 8760","  875"," 3046"," 1655"," 4988","  940","   24"," 8556"," 2312","   15"
"505",2016-11-15,"18221","  956","  298","10221"," 1513"," 1507","  129","  125","   11","11203"," 2403","   24","    8","  525"," 2816"," 1425"," 1352"," 7676","  858"," 3004"," 1621"," 3263","  638","    6"," 6333"," 2142","   14"
"506",2016-11-16,"20039","  957","  311","10706"," 1426"," 1670","  600","  131","   18","11445"," 2282","   21","   18","  681"," 2663"," 1191"," 1078"," 8930","  823"," 2391"," 1297"," 2774","  559","   14"," 5677"," 1806","   23"
"507",2016-11-17,"20477"," 1035","  318","11253"," 1481"," 1757","  137","  140","   20","12757"," 2428","   10","    5","  687"," 2407","  959"," 1216"," 8831","  916"," 3087"," 1837"," 2849","  614","    4"," 5508"," 1627","   64"
